Title,Type,BodyPart,Equipment,Level,BodyGroup,exercise_id,goal_tag,movement_type,equipment_std
Holman Kettlebell Squat Clean,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01676,Hypertrophy,Compound,Kettlebell
Holman Kettlebell Swing,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01677,Hypertrophy,Isolation,Kettlebell
Holman Kettlebell Swing Transfer,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01678,Hypertrophy,Isolation,Kettlebell
Dumbbell goblet squat-,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01679,Hypertrophy,Compound,Kettlebell
Robertson Kettlebell Jump,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01680,Hypertrophy,Isolation,Kettlebell
FYR2 Alternating Kettlebell Squat Clean,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01681,Hypertrophy,Compound,Kettlebell
FYR2 Banded Double-Kettlebell Squat Pulse,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01682,Hypertrophy,Compound,Kettlebell
FYR2 Double-Kettlebell Ballin' Lunge,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01683,Hypertrophy,Compound,Kettlebell
FYR2 Double-Kettlebell Front Rack Lunge,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01684,Hypertrophy,Compound,Kettlebell
FYR2 Double-Kettlebell Front Squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01685,Hypertrophy,Compound,Kettlebell
FYR2 Explosive Kettlebell Jump Squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01686,Hypertrophy,Compound,Kettlebell
FYR2 Kettlebell Goblet Squat,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01687,Hypertrophy,Compound,Kettlebell
FYR2 Kettlebell Reverse Lunge Switch Grip,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01688,Hypertrophy,Compound,Kettlebell
FYR2 Kettlebell Reverse Lunge to Kneeling Press,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01689,Hypertrophy,Compound,Kettlebell
FYR2 Kettlebell Sumo Squat Pulse,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01690,Hypertrophy,Compound,Kettlebell
FYR2 Reverse Lunge to Single-Leg Kettlebell Deadlift,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01691,Hypertrophy,Compound,Kettlebell
FYR2 Kettlebell Goblet-Squat-Deadlift Complex,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01692,Hypertrophy,Compound,Kettlebell
FYR2 Kettlebell Squat-Press-Deadlift Complex,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01693,Hypertrophy,Compound,Kettlebell
Goblet Squats,Strength,Quadriceps,Kettlebells,Intermediate,Legs,E01694,Hypertrophy,Compound,Kettlebell
Dumbbell Goblet Squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01695,Hypertrophy,Compound,Dumbbell
Dumbbell squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01696,FatLoss,Compound,Dumbbell
Dumbbell Lunges,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01697,Endurance,Compound,Dumbbell
Dumbbell reverse lunge,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01698,Hypertrophy,Compound,Dumbbell
Split Squat with Dumbbells,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01699,FatLoss,Compound,Dumbbell
Dumbbell sumo squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01700,Hypertrophy,Compound,Dumbbell
Dumbbell step-up,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01701,Hypertrophy,Isolation,Dumbbell
Dumbbell Walking Lunge,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01702,FatLoss,Compound,Dumbbell
Dumbbell Squat To A Bench,Strength,Quadriceps,Dumbbell,Beginner,Legs,E01703,Hypertrophy,Compound,Dumbbell
Dumbbell thruster,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01704,Hypertrophy,Compound,Dumbbell
Dumbbell front squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01705,Endurance,Compound,Dumbbell
Single-Arm Dumbbell Overhead Squat,Strength,Quadriceps,Dumbbell,Beginner,Legs,E01706,Endurance,Compound,Dumbbell
Dumbbell lunge with biceps curl,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01707,Endurance,Compound,Dumbbell
Dumbbell Pistol Squat,Strength,Quadriceps,Dumbbell,Beginner,Legs,E01708,Hypertrophy,Compound,Dumbbell
Dumbbell Squat Snatch,Strength,Quadriceps,Dumbbell,Beginner,Legs,E01709,FatLoss,Compound,Dumbbell
Dumbbell Alternating Lunge,Strength,Quadriceps,Dumbbell,Beginner,Legs,E01710,Hypertrophy,Compound,Dumbbell
Dumbbell Side Lunge,Strength,Quadriceps,Dumbbell,Beginner,Legs,E01711,FatLoss,Compound,Dumbbell
Boss Everline Dumbbell Lunge Jump,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01712,Hypertrophy,Compound,Dumbbell
Dumbbell Fix Dumbbell Split Squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01713,Endurance,Compound,Dumbbell
Single-leg dumbbell Romanian deadlift,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01714,Hypertrophy,Compound,Dumbbell
Dumbbell Fix Dumbbell Alternating Reverse Lunge,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01715,Endurance,Compound,Dumbbell
Dumbbell Fix Turkish Get-Up,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01716,Endurance,Isolation,Dumbbell
Seesaw lunge,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01717,Hypertrophy,Compound,Dumbbell
FYR Dumbbell Front Squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01718,Endurance,Compound,Dumbbell
Dumbbell split squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01719,FatLoss,Compound,Dumbbell
Dumbbell deadlift,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01720,Endurance,Compound,Dumbbell
Single-arm stiff-legged deadlift,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01721,Endurance,Compound,Dumbbell
HM Dumbbell Overhead Squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01722,FatLoss,Compound,Dumbbell
HM Dumbbell Squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01723,Endurance,Compound,Dumbbell
UNS Dumbbell Goblet Squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01724,FatLoss,Compound,Dumbbell
Single-Arm Dumbbell Snatch,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01725,Hypertrophy,Compound,Dumbbell
KV Dumbbell Lunges,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01726,FatLoss,Compound,Dumbbell
Holman Squat to Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01727,FatLoss,Compound,Dumbbell
Holman Burpee to Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01728,Hypertrophy,Isolation,Dumbbell
Holman Slow Weighted Reverse Lunge,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01729,Endurance,Compound,Dumbbell
Holman Slow Weighted Plie Squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01730,Hypertrophy,Compound,Dumbbell
Holman Weighted Lunge Jump with Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01731,FatLoss,Compound,Dumbbell
Holman Left Reverse Lunge Chest Press to Left Knee-Up Chest Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01732,FatLoss,Compound,Dumbbell
Holman Weighted Lunge Jump with Chest Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01733,Hypertrophy,Compound,Dumbbell
Holman Weighted Half Jack to Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01734,FatLoss,Isolation,Dumbbell
Holman Weighted Half Jack to Chest Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01735,FatLoss,Compound,Dumbbell
Holman 180 Jump to Renegade Side Raise,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01736,Endurance,Isolation,Dumbbell
Holman Right Reverse Lunge Biceps Curl to Right Knee-Up Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01737,Endurance,Compound,Dumbbell
Holman Roll-Back to Squat Thrust to Renegade Row,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01738,FatLoss,Compound,Dumbbell
Holman Roll-Back to Squat Thrust to Renegade Triceps Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01739,FatLoss,Compound,Dumbbell
Holman Weighted Narrow Squat Jump,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01740,Hypertrophy,Compound,Dumbbell
Holman Diagonal Deadlift,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01741,Hypertrophy,Compound,Dumbbell
Holman Weighted Burpee to Triceps Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01742,Hypertrophy,Compound,Dumbbell
Holman Squat Thrust Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01743,FatLoss,Compound,Dumbbell
Holman Weighted Burpee to Chest Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01744,Endurance,Compound,Dumbbell
Holman Squat to Right-Arm Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01745,FatLoss,Compound,Dumbbell
Holman Right Lunge Jump with Right Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01746,FatLoss,Compound,Dumbbell
Holman Left Lunge Jump with Left Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01747,Endurance,Compound,Dumbbell
Holman Heavy Hip Drive,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01748,Hypertrophy,Isolation,Dumbbell
Holman Squat to Left-Arm Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01749,FatLoss,Compound,Dumbbell
Holman Weighted Lunge Jump to Floor Lunge Jump,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01750,Endurance,Compound,Dumbbell
Holman Alternating Weighted Lunge Jump to Chest Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01751,FatLoss,Compound,Dumbbell
Holman Weighted Burpee to Overhead Alternating Reverse Lunge,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01752,Hypertrophy,Compound,Dumbbell
Holman Weighted 180 Jump to Chest Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01753,FatLoss,Compound,Dumbbell
Holman Alternating Side Squat Overhead Press,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01754,Endurance,Compound,Dumbbell
Holman Right Lunge with Right Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01755,FatLoss,Compound,Dumbbell
Holman Left Lunge with Left Biceps Curl,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01756,Endurance,Compound,Dumbbell
Holman Squat Thrust to Alternating Front Raise,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01757,FatLoss,Compound,Dumbbell
Dumbbell racked reverse lunge,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01758,FatLoss,Compound,Dumbbell
Total Fitness Dumbbell Reverse Lunge,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01759,Hypertrophy,Compound,Dumbbell
Single-arm dumbbell snatch-,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01760,Endurance,Compound,Dumbbell
Total Fitness Dumbbell Step-Up,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01761,Endurance,Isolation,Dumbbell
Single-arm dumbbell front squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01762,Endurance,Compound,Dumbbell
King Maker Weighted Jump Squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01763,FatLoss,Compound,Dumbbell
3D dumbbell lunge,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01764,Hypertrophy,Compound,Dumbbell
MetaBurn Dumbbell Burpee,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01765,Hypertrophy,Isolation,Dumbbell
Dumbbell jump squat with rotation,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01766,Endurance,Compound,Dumbbell
MetaBurn Dumbbell Wide Squat to Rack,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01767,Hypertrophy,Compound,Dumbbell
MetaBurn Reverse Lunge To High Pull,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01768,FatLoss,Compound,Dumbbell
MetaBurn Reverse Lunge With Overhead Raise,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01769,Endurance,Compound,Dumbbell
MetaBurn Squat to Triceps Extension,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01770,Endurance,Compound,Dumbbell
30 Legs Dumbbell Goblet Squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01771,FatLoss,Compound,Dumbbell
30 Legs Dumbbell Squat,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01772,Hypertrophy,Compound,Dumbbell
Dumbbell step-down reverse lunge,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01773,FatLoss,Compound,Dumbbell
Hex-bar deadlift,Strength,Quadriceps,Other,Intermediate,Legs,E01774,Hypertrophy,Compound,Other
Weighted sissy squat,Strength,Quadriceps,Other,Intermediate,Legs,E01775,Hypertrophy,Compound,Other
Dumbbell step-up,Strength,Quadriceps,Dumbbell,Intermediate,Legs,E01776,FatLoss,Isolation,Dumbbell
Weighted Squat,Strength,Quadriceps,Other,Beginner,Legs,E01777,Hypertrophy,Compound,Other
Barbell squat with plate slide,Strength,Quadriceps,Other,Intermediate,Legs,E01778,Hypertrophy,Compound,Other
Suspended split squat,Strength,Quadriceps,Other,Intermediate,Legs,E01779,Hypertrophy,Compound,Other
Dumbbell walking lunge-,Strength,Quadriceps,Other,Intermediate,Legs,E01780,Hypertrophy,Compound,Other
Single-leg knee-tap squat,Strength,Quadriceps,Other,Intermediate,Legs,E01781,Hypertrophy,Compound,Other
Barbell Squat To A Box,Strength,Quadriceps,Other,Beginner,Legs,E01782,Hypertrophy,Compound,Other
Hybrid deadlift,Strength,Quadriceps,Other,Intermediate,Legs,E01783,Hypertrophy,Compound,Other
Boss Everline Suspension Side Run,Strength,Quadriceps,Other,Intermediate,Legs,E01784,Hypertrophy,Isolation,Other
Boss Everline Lunge Sled Push,Strength,Quadriceps,Other,Intermediate,Legs,E01785,Hypertrophy,Compound,Other
Squat Bottom Position Hold,Strength,Quadriceps,Other,Intermediate,Legs,E01786,Hypertrophy,Compound,Other
TRX Squat Jump,Strength,Quadriceps,Other,Intermediate,Legs,E01787,Hypertrophy,Compound,Other
Landmine squat,Strength,Quadriceps,Other,Intermediate,Legs,E01788,Hypertrophy,Compound,Other
Dumbbell Bulgarian split squat,Strength,Quadriceps,Other,Intermediate,Legs,E01789,Hypertrophy,Compound,Other
Holman Towel Alternating Prisoner Reverse Lunge,Strength,Quadriceps,Other,Intermediate,Legs,E01790,Hypertrophy,Compound,Other
Holman Weighted Burpee to Belly Touch,Strength,Quadriceps,Other,Intermediate,Legs,E01791,Hypertrophy,Isolation,Other
Holman Weighted Burpee to Front Punch,Strength,Quadriceps,Other,Intermediate,Legs,E01792,Hypertrophy,Isolation,Other
Holman Weighted Low Squat Punch,Strength,Quadriceps,Other,Intermediate,Legs,E01793,Hypertrophy,Compound,Other
Holman Weighted Hook Punch to Squat Thrust,Strength,Quadriceps,Other,Intermediate,Legs,E01794,Hypertrophy,Compound,Other
Holman Towel Alternating Side Lunge Squat,Strength,Quadriceps,Other,Intermediate,Legs,E01795,Hypertrophy,Compound,Other
Holman Weighted Burpee to Renegade Side Punch,Strength,Quadriceps,Other,Intermediate,Legs,E01796,Hypertrophy,Isolation,Other
Holman Weighted Reverse Lunge to Knee-Up Overhead Press,Strength,Quadriceps,Other,Intermediate,Legs,E01797,Hypertrophy,Compound,Other
Holman Lunge Jump with Overhead Press,Strength,Quadriceps,Other,Intermediate,Legs,E01798,Hypertrophy,Compound,Other
Holman Weighted Burpee to Belly Touch to Standing T,Strength,Quadriceps,Other,Intermediate,Legs,E01799,Hypertrophy,Isolation,Other
Holman Weighted Squat Jump,Strength,Quadriceps,Other,Intermediate,Legs,E01800,Hypertrophy,Compound,Other
Holman Weighted Plie Squat,Strength,Quadriceps,Other,Intermediate,Legs,E01801,Hypertrophy,Compound,Other
Holman Heels-Elevated Sissy Squat,Strength,Quadriceps,Other,Intermediate,Legs,E01802,Hypertrophy,Compound,Other
Holman Squat Jump to Overhead Press,Strength,Quadriceps,Other,Intermediate,Legs,E01803,Hypertrophy,Compound,Other
Holman 180 Jump to Overhead Press,Strength,Quadriceps,Other,Intermediate,Legs,E01804,Hypertrophy,Compound,Other
Holman Weighted Burpee to Row,Strength,Quadriceps,Other,Intermediate,Legs,E01805,Hypertrophy,Compound,Other
Holman Weighted Burpee to 180 Jump,Strength,Quadriceps,Other,Intermediate,Legs,E01806,Hypertrophy,Isolation,Other
Holman Weighted 180 Jump,Strength,Quadriceps,Other,Intermediate,Legs,E01807,Hypertrophy,Isolation,Other
Holman Weighted Narrow-Mid-Wide Hop,Strength,Quadriceps,Other,Intermediate,Legs,E01808,Hypertrophy,Compound,Other
Holman Alternating Weighted Diagonal Burpee,Strength,Quadriceps,Other,Intermediate,Legs,E01809,Hypertrophy,Isolation,Other
Holman Towel Burpee to Push-Up,Strength,Quadriceps,Other,Intermediate,Legs,E01810,Hypertrophy,Compound,Other
Holman Towel Right Side Squat,Strength,Quadriceps,Other,Intermediate,Legs,E01811,Hypertrophy,Compound,Other
ACFT Sprint-drag-carry,Strength,Quadriceps,Other,Intermediate,Legs,E01812,Hypertrophy,Isolation,Other
Cable Hip Adduction,Strength,Quadriceps,Cable,Beginner,Legs,E01813,Hypertrophy,Isolation,Cable
Cable Deadlifts,Strength,Quadriceps,Cable,Beginner,Legs,E01814,Hypertrophy,Compound,Cable
KV Cable Squat,Strength,Quadriceps,Cable,Intermediate,Legs,E01815,Hypertrophy,Compound,Cable
Single-Leg Press,Strength,Quadriceps,Machine,Intermediate,Legs,E01816,Hypertrophy,Compound,Machine
Leg Press,Strength,Quadriceps,Machine,Intermediate,Legs,E01817,Hypertrophy,Compound,Machine
Narrow-stance leg press,Strength,Quadriceps,Machine,Intermediate,Legs,E01818,Hypertrophy,Compound,Machine
Narrow Stance Hack Squats,Strength,Quadriceps,Machine,Beginner,Legs,E01819,Hypertrophy,Compound,Machine
Machine Squat,Strength,Quadriceps,Machine,Intermediate,Legs,E01820,Hypertrophy,Compound,Machine
Smith machine back squat,Strength,Quadriceps,Machine,Intermediate,Legs,E01821,Hypertrophy,Compound,Machine
Leg Extensions,Strength,Quadriceps,Machine,Intermediate,Legs,E01822,Hypertrophy,Isolation,Machine
Smith machine leg press,Strength,Quadriceps,Machine,Intermediate,Legs,E01823,Hypertrophy,Compound,Machine
Lying Machine Squat,Strength,Quadriceps,Machine,Intermediate,Legs,E01824,Hypertrophy,Compound,Machine
Seated Leg Press,Strength,Quadriceps,Machine,Intermediate,Legs,E01825,Hypertrophy,Compound,Machine
Smith machine pistol squat,Strength,Quadriceps,Machine,Intermediate,Legs,E01826,Hypertrophy,Compound,Machine
Leverage Deadlift,Strength,Quadriceps,Machine,Beginner,Legs,E01827,Hypertrophy,Compound,Machine
Leg press-,Strength,Quadriceps,Machine,Intermediate,Legs,E01828,Hypertrophy,Compound,Machine
TBS Hack Squat,Strength,Quadriceps,Machine,Intermediate,Legs,E01829,Hypertrophy,Compound,Machine
Leg Extensions - Gethin Variation,Strength,Quadriceps,Machine,Intermediate,Legs,E01830,Hypertrophy,Isolation,Machine
Seated leg press-,Strength,Quadriceps,Machine,Intermediate,Legs,E01831,Hypertrophy,Compound,Machine
Smith machine front squat,Strength,Quadriceps,Machine,Intermediate,Legs,E01832,Hypertrophy,Compound,Machine
Machine Deadlift - Gethin Variation,Strength,Quadriceps,Machine,Intermediate,Legs,E01833,Hypertrophy,Compound,Machine
Single-leg hack squat,Strength,Quadriceps,Machine,Intermediate,Legs,E01834,Hypertrophy,Compound,Machine
Narrow-stance hack squat,Strength,Quadriceps,Machine,Intermediate,Legs,E01835,Hypertrophy,Compound,Machine
Alternating Single-Leg Curl - Gethin Variation,Strength,Quadriceps,Machine,Intermediate,Legs,E01836,Hypertrophy,Isolation,Machine
Stiff-Legged Deadlift - Gethin Variation,Strength,Quadriceps,Machine,Intermediate,Legs,E01837,Hypertrophy,Compound,Machine
Single-Leg Press - Gethin Variation,Strength,Quadriceps,Machine,Intermediate,Legs,E01838,Hypertrophy,Compound,Machine
Hack squat-,Strength,Quadriceps,Machine,Intermediate,Legs,E01839,Hypertrophy,Compound,Machine
Smith machine lunge squat,Strength,Quadriceps,Machine,Intermediate,Legs,E01840,Hypertrophy,Compound,Machine
Hack Squat - Gethin Variation,Strength,Quadriceps,Machine,Expert,Legs,E01841,Hypertrophy,Compound,Machine
Leg Press - Gethin Variation,Strength,Quadriceps,Machine,Intermediate,Legs,E01842,Hypertrophy,Compound,Machine
AM Leg Press,Strength,Quadriceps,Machine,Intermediate,Legs,E01843,Hypertrophy,Compound,Machine
Leg extension,Strength,Quadriceps,Machine,Intermediate,Legs,E01844,Hypertrophy,Isolation,Machine
UP Quad Extension,Strength,Quadriceps,Machine,Intermediate,Legs,E01845,Hypertrophy,Isolation,Machine
UP Single-Leg Press,Strength,Quadriceps,Machine,Intermediate,Legs,E01846,Hypertrophy,Compound,Machine
UP Leg Press,Strength,Quadriceps,Machine,Intermediate,Legs,E01847,Hypertrophy,Compound,Machine
Pop Squat On Leg Press,Strength,Quadriceps,Machine,Intermediate,Legs,E01848,Hypertrophy,Compound,Machine
King Maker Leg Press,Strength,Quadriceps,Machine,Intermediate,Legs,E01849,Hypertrophy,Compound,Machine
Single-leg leg press,Strength,Quadriceps,Machine,Intermediate,Legs,E01850,Hypertrophy,Compound,Machine
