Title,Type,BodyPart,Equipment,Level,BodyGroup
RG Forward-Leaning Dumbbell Upright Row,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
RG Alternating Seated Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
RG Seated Dumbbell Shoulder Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
FYR2 Dumbbell Clean and Jerk,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
FYR2 Dumbbell Cross-Body Front Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
FYR2 Dumbbell Front Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
FYR2 Dumbbell Lateral Raise,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
FYR2 Lateral Raise Hold,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
FYR2 Seesaw Dumbbell Military Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
FYR2 Single-Dumbbell Halo,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
FYR2 Single-Dumbbell Overhead Press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Car driver,Strength,Shoulders,Other,Intermediate,Upper Body
Arnold press,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Front Plate Raise,Strength,Shoulders,Other,Intermediate,Upper Body
Battle ropes,Strength,Shoulders,Other,Intermediate,Upper Body
Seated rear delt fly,Strength,Shoulders,Dumbbell,Intermediate,Upper Body
Circus Bell,Strongman,Shoulders,Other,Beginner,Upper Body
Landmine Linear Jammer,Strength,Shoulders,Other,Intermediate,Upper Body
Crucifix,Strongman,Shoulders,Other,Beginner,Upper Body
Bar shoulder extension stretch,Stretching,Shoulders,Other,Beginner,Upper Body
Chair Upper Body Stretch,Stretching,Shoulders,Other,Beginner,Upper Body
Sled Reverse Flye,Strength,Shoulders,Other,Intermediate,Upper Body
Plate shoulder circle big to small,Strength,Shoulders,Other,Intermediate,Upper Body
Sled Overhead Backward Walk,Strength,Shoulders,Other,Beginner,Upper Body
Log Lift,Strongman,Shoulders,Other,Beginner,Upper Body
Standing suspended rear delt fly,Strength,Shoulders,Other,Intermediate,Upper Body
Waiter's carry,Strength,Shoulders,Other,Intermediate,Upper Body
Towel dumbbell front raise,Strength,Shoulders,Other,Intermediate,Upper Body
Reach-roll-lift combo,Stretching,Shoulders,Other,Intermediate,Upper Body
Upright Row - Gethin Variation,Strength,Shoulders,Other,Intermediate,Upper Body
Squat Press Shoulder Press - Gethin Variation,Strength,Shoulders,Other,Intermediate,Upper Body
Plate lateral raise,Strength,Shoulders,Other,Intermediate,Upper Body
Standing Military Press - Gethin Variation,Strength,Shoulders,Other,Intermediate,Upper Body
Bent-over plate rear delt raise,Strength,Shoulders,Other,Intermediate,Upper Body
Single-arm landmine press,Strength,Shoulders,Other,Intermediate,Upper Body
Plate front raise,Strength,Shoulders,Other,Intermediate,Upper Body
Holman Slow Overhead Press,Strength,Shoulders,Other,Intermediate,Upper Body
30 Shoulders Plate Front Raise,Strength,Shoulders,Other,Intermediate,Upper Body
Single-arm landmine push-press,Strength,Shoulders,Other,Intermediate,Upper Body
Single-arm cable front raise,Strength,Shoulders,Cable,Intermediate,Upper Body
Cable Internal Rotation,Strength,Shoulders,Cable,Beginner,Upper Body
Seated face pull,Strength,Shoulders,Cable,Intermediate,Upper Body
Single-arm bent-over cable rear delt fly,Strength,Shoulders,Cable,Intermediate,Upper Body
Seated cable shoulder press,Strength,Shoulders,Cable,Intermediate,Upper Body
Standing face pull,Strength,Shoulders,Cable,Intermediate,Upper Body
Standing cable rear delt row,Strength,Shoulders,Cable,Intermediate,Upper Body
Standing Low-Pulley Deltoid Raise,Strength,Shoulders,Cable,Intermediate,Upper Body
Standing crossed-cable rear delt fly,Strength,Shoulders,Cable,Intermediate,Upper Body
Cable Shoulder Press,Strength,Shoulders,Cable,Beginner,Upper Body
Alternating Cable Shoulder Press,Strength,Shoulders,Cable,Beginner,Upper Body
Cable Seated Lateral Raise,Strength,Shoulders,Cable,Intermediate,Upper Body
Single-arm lying cable front raise,Strength,Shoulders,Cable,Intermediate,Upper Body
Lying cable front raise,Strength,Shoulders,Cable,Intermediate,Upper Body
Cable Rear Delt Fly - Gethin Variation,Strength,Shoulders,Cable,Intermediate,Upper Body
One-Arm Cable Side Raise - Gethin Variation,Strength,Shoulders,Cable,Intermediate,Upper Body
Rope Face Pull - Gethin Variation,Strength,Shoulders,Cable,Intermediate,Upper Body
Lying cable lateral raise,Strength,Shoulders,Cable,Intermediate,Upper Body
Cable seated row,Strength,Shoulders,Cable,Intermediate,Upper Body
Single-arm cable lateral raise,Strength,Shoulders,Cable,Intermediate,Upper Body
UP Cable Face Pull,Strength,Shoulders,Cable,Intermediate,Upper Body
AA Cable Leaning Side Raise,Strength,Shoulders,Cable,Intermediate,Upper Body
30 Shoulders Bent-Over Low Cable Reverse Fly,Strength,Shoulders,Cable,Intermediate,Upper Body
30 Shoulders Cable Rope Face Pull,Strength,Shoulders,Cable,Intermediate,Upper Body
30 Shoulders Cable Straight-Bar Front Raise,Strength,Shoulders,Cable,Intermediate,Upper Body
30 Shoulders Cable Straight-Bar Upright Row,Strength,Shoulders,Cable,Intermediate,Upper Body
30 Shoulders High Cable Reverse Fly,Strength,Shoulders,Cable,Intermediate,Upper Body
30 Shoulders Single-Arm Bent-Over Cable Reverse Fly,Strength,Shoulders,Cable,Intermediate,Upper Body
30 Shoulders Single-Arm Cable Front Raise,Strength,Shoulders,Cable,Intermediate,Upper Body
30 Shoulders Single-Arm Leaning Cable Lateral Raise,Strength,Shoulders,Cable,Intermediate,Upper Body
RG 3-Way Single-Arm Rear Delt Cable Fly,Strength,Shoulders,Cable,Intermediate,Upper Body
RG Single-Arm Cross-Body Cable Front Raise,Strength,Shoulders,Cable,Intermediate,Upper Body
Smith machine shoulder press,Strength,Shoulders,Machine,Intermediate,Upper Body
Machine shoulder press,Strength,Shoulders,Machine,Intermediate,Upper Body
Reverse Machine Flyes,Strength,Shoulders,Machine,Intermediate,Upper Body
Single-arm Smith machine upright row,Strength,Shoulders,Machine,Intermediate,Upper Body
Machine Lateral Raise,Strength,Shoulders,Machine,Intermediate,Upper Body
Smith machine behind-the-neck press,Strength,Shoulders,Machine,Intermediate,Upper Body
Smith Machine Behind-The-Neck Press - Gethin Variation,Strength,Shoulders,Machine,Intermediate,Upper Body
30 Shoulders Leg Press Shoulder Press,Strength,Shoulders,Machine,Intermediate,Upper Body
30 Shoulders Machine Shoulder Press,Strength,Shoulders,Machine,Intermediate,Upper Body
30 Shoulders Pec-Deck Reverse Fly,Strength,Shoulders,Machine,Intermediate,Upper Body
30 Shoulders Smith Machine Behind-The-Head Press,Strength,Shoulders,Machine,Intermediate,Upper Body
30 Shoulders Smith Machine Shoulder Press,Strength,Shoulders,Machine,Intermediate,Upper Body
Handstand push-up,Strength,Shoulders,Bodyweight,Intermediate,Upper Body
Upward Stretch,Stretching,Shoulders,Bodyweight,Intermediate,Upper Body
Shoulder Circles,Stretching,Shoulders,Bodyweight,Intermediate,Upper Body
Cross-body shoulder stretch,Stretching,Shoulders,Bodyweight,Intermediate,Upper Body
Arm circle,Stretching,Shoulders,Bodyweight,Intermediate,Upper Body
Seated Front Deltoid,Stretching,Shoulders,Bodyweight,Beginner,Upper Body
Shoulder Raise,Stretching,Shoulders,Bodyweight,Intermediate,Upper Body
Hand Stand Push-Up,Strength,Shoulders,Bodyweight,Intermediate,Upper Body
Wall walk,Strength,Shoulders,Bodyweight,Intermediate,Upper Body
Return Push from Stance,Plyometrics,Shoulders,Bodyweight,Intermediate,Upper Body
Wall shoulder tap,Strength,Shoulders,Bodyweight,Intermediate,Upper Body
Bear crawl shoulder tap,Strength,Shoulders,Bodyweight,Intermediate,Upper Body
Shadow boxing,Cardio,Shoulders,Bodyweight,Intermediate,Upper Body
Bear crawl fire feet,Cardio,Shoulders,Bodyweight,Intermediate,Upper Body
Wall sprawl,Plyometrics,Shoulders,Bodyweight,Intermediate,Upper Body
Bent Over Shoulder Y,Stretching,Shoulders,Bodyweight,Intermediate,Upper Body
Shoulder L,Strength,Shoulders,Bodyweight,Intermediate,Upper Body
Shoulder Dislocation Stretch-Dowel,Stretching,Shoulders,Bodyweight,Intermediate,Upper Body
TBS Inverted Row,Strength,Shoulders,Bodyweight,Intermediate,Upper Body
PVC Shoulder Stretch,Stretching,Shoulders,Bodyweight,Intermediate,Upper Body
Shoulder T,Stretching,Shoulders,Bodyweight,Intermediate,Upper Body
HM Arm Circle,Strength,Shoulders,Bodyweight,Intermediate,Upper Body
HM Shoulder Stretch,Stretching,Shoulders,Bodyweight,Intermediate,Upper Body
HM Shoulder Stretch on Floor,Stretching,Shoulders,Bodyweight,Intermediate,Upper Body
HM Shoulder Tap,Stretching,Shoulders,Bodyweight,Intermediate,Upper Body
HM Hand-On-Wall Stretch,Strength,Shoulders,Bodyweight,Intermediate,Upper Body
HM Jumping Arm Circle,Strength,Shoulders,Bodyweight,Intermediate,Upper Body
Kipping Clapping Pull-Up,Strength,Shoulders,Bodyweight,Intermediate,Upper Body
Holman Kneeling Overhead Press to Donkey Kick,Strength,Shoulders,Bodyweight,Intermediate,Upper Body
Floor angel,Strength,Shoulders,Bodyweight,Intermediate,Upper Body
Shoulder extension stretch,Strength,Shoulders,Bodyweight,Intermediate,Upper Body
Backward Medicine Ball Throw,Plyometrics,Shoulders,Medicine Ball,Beginner,Upper Body
Medicine ball scoop throw,Plyometrics,Shoulders,Medicine Ball,Intermediate,Upper Body
Standing Two-Arm Overhead Throw,Plyometrics,Shoulders,Medicine Ball,Beginner,Upper Body
Incline face-down bar front raise,Strength,Shoulders,E-Z Curl Bar,Intermediate,Upper Body
Incline anti-gravity shoulder press,Strength,Shoulders,E-Z Curl Bar,Intermediate,Upper Body
30 Shoulders EZ-Bar Front Raise,Strength,Shoulders,E-Z Curl Bar,Intermediate,Upper Body
Side Wrist Pull,Stretching,Shoulders,Bodyweight,Beginner,Upper Body
Elbow Circles,Stretching,Shoulders,Bodyweight,Beginner,Upper Body
Kneeling Arm Drill,Plyometrics,Shoulders,Bodyweight,Beginner,Upper Body
Bent-over shoulder rotation,Strength,Shoulders,Exercise Ball,Intermediate,Upper Body
Band overhead triceps press,Strength,Triceps,Bands,Intermediate,Upper Body
Band overhead triceps extension,Strength,Triceps,Bands,Intermediate,Upper Body
Band straight-arm pull-down,Strength,Triceps,Bands,Intermediate,Upper Body
Band skullcrusher,Strength,Triceps,Bands,Intermediate,Upper Body
Single-arm band kick-back,Strength,Triceps,Bands,Intermediate,Upper Body
Incline EZ-bar skullcrusher,Strength,Triceps,Barbell,Intermediate,Upper Body
Decline Close-Grip Bench To Skull Crusher,Strength,Triceps,Barbell,Beginner,Upper Body
Bench Press - Powerlifting,Powerlifting,Triceps,Barbell,Intermediate,Upper Body
Behind-the-head skullcrusher,Strength,Triceps,Barbell,Intermediate,Upper Body
Standing barbell overhead triceps extension,Strength,Triceps,Barbell,Intermediate,Upper Body
Reverse-grip bench press,Strength,Triceps,Barbell,Intermediate,Upper Body
Bench Press with Chains,Powerlifting,Triceps,Barbell,Beginner,Upper Body
Floor Press,Powerlifting,Triceps,Barbell,Beginner,Upper Body
One Arm Floor Press,Strength,Triceps,Barbell,Beginner,Upper Body
Pin Presses,Powerlifting,Triceps,Barbell,Beginner,Upper Body
JM Press With Bands,Strength,Triceps,Barbell,Beginner,Upper Body
JM Press,Strength,Triceps,Barbell,Beginner,Upper Body
Floor Press with Chains,Powerlifting,Triceps,Barbell,Beginner,Upper Body
Reverse Band Bench Press,Powerlifting,Triceps,Barbell,Beginner,Upper Body
Decline Barbell Triceps Extension - Gethin Variation,Strength,Triceps,Barbell,Intermediate,Upper Body
AM Skullcrusher,Strength,Triceps,Barbell,Intermediate,Upper Body
30 Arms Close-Grip Bench Press,Strength,Triceps,Barbell,Intermediate,Upper Body
30 Arms Barbell Skullcrusher,Strength,Triceps,Barbell,Intermediate,Upper Body
FYR2 Sprawl Over Kettlebell,Strength,Triceps,Kettlebells,Intermediate,Upper Body
Dumbbell floor press,Powerlifting,Triceps,Dumbbell,Intermediate,Upper Body
Seated triceps press,Strength,Triceps,Dumbbell,Intermediate,Upper Body
Tricep Dumbbell Kickback,Strength,Triceps,Dumbbell,Intermediate,Upper Body
Standing Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Intermediate,Upper Body
Double-arm triceps kick-back,Strength,Triceps,Dumbbell,Intermediate,Upper Body
Single-arm dumbbell triceps extension,Strength,Triceps,Dumbbell,Intermediate,Upper Body
Decline Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Beginner,Upper Body
Dumbbell skullcrusher,Strength,Triceps,Dumbbell,Intermediate,Upper Body
One Arm Pronated Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Beginner,Upper Body
One Arm Supinated Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Beginner,Upper Body
Seated Bent-Over Two-Arm Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Beginner,Upper Body
Tate Press,Strength,Triceps,Dumbbell,Beginner,Upper Body
Standing Bent-Over One-Arm Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Intermediate,Upper Body
Seated Bent-Over One-Arm Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Beginner,Upper Body
Dumbbell Tricep Extension -Pronated Grip,Strength,Triceps,Dumbbell,Beginner,Upper Body
V-sit with overhead triceps extension,Strength,Triceps,Dumbbell,Intermediate,Upper Body
PJR Pull-Over,Strength,Triceps,Dumbbell,Intermediate,Upper Body
Paul Carter Dumbbell Kick-Back,Strength,Triceps,Dumbbell,Intermediate,Upper Body
Single-arm dumbbell skullcrusher,Strength,Triceps,Dumbbell,Intermediate,Upper Body
Dumbbells-together incline bench press,Strength,Triceps,Dumbbell,Intermediate,Upper Body
Incline dumbbell overhead triceps extension,Strength,Triceps,Dumbbell,Intermediate,Upper Body
Dumbbell Crush Press,Strength,Triceps,Dumbbell,Intermediate,Upper Body
Holman Hovering Renegade Triceps Press,Strength,Triceps,Dumbbell,Intermediate,Upper Body
Holman Heavy Triceps Press to Overhead Press,Strength,Triceps,Dumbbell,Intermediate,Upper Body
Total Fitness Close-Grip Dumbbell Press,Strength,Triceps,Dumbbell,Intermediate,Upper Body
Dumbbell row to triceps kick-back,Strength,Triceps,Dumbbell,Intermediate,Upper Body
Rolling triceps press,Strength,Triceps,Dumbbell,Intermediate,Upper Body
MetaBurn Skullcrusher to Ab Crunch,Strength,Triceps,Dumbbell,Intermediate,Upper Body
FYR2 Single-Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Intermediate,Upper Body
30 Arms Overhead Dumbbell Triceps Extension,Strength,Triceps,Dumbbell,Intermediate,Upper Body
30 Arms Dumbbell Skullcrusher,Strength,Triceps,Dumbbell,Intermediate,Upper Body
30 Arms Dumbbell Kick-Back,Strength,Triceps,Dumbbell,Intermediate,Upper Body
30 Arms BFR Dumbbell Kick-Back,Strength,Triceps,Dumbbell,Intermediate,Upper Body
Dumbbell saw triceps skullcrusher,Strength,Triceps,Dumbbell,Intermediate,Upper Body
Chain Handle Extension,Powerlifting,Triceps,Other,Beginner,Upper Body
Sled Overhead Triceps Extension,Strength,Triceps,Other,Beginner,Upper Body
Body Triceps Press Using Flat Bench,Strength,Triceps,Other,Intermediate,Upper Body
Suspended Triceps Press,Strength,Triceps,Other,Beginner,Upper Body
Seated triceps push-down,Strength,Triceps,Other,Intermediate,Upper Body
Machine triceps extension-,Strength,Triceps,Other,Intermediate,Upper Body
Holman Overhead Weighted Triceps Press,Strength,Triceps,Other,Intermediate,Upper Body
30 Arms Weighted Triceps Dip,Strength,Triceps,Other,Intermediate,Upper Body
Cable V-bar push-down,Strength,Triceps,Cable,Intermediate,Upper Body
Reverse Grip Triceps Pushdown,Strength,Triceps,Cable,Intermediate,Upper Body
Kneeling cable triceps extension,Strength,Triceps,Cable,Intermediate,Upper Body
Single-arm cable triceps extension,Strength,Triceps,Cable,Intermediate,Upper Body
Dip Machine,Strength,Triceps,Cable,Intermediate,Upper Body
Triceps Pushdown,Strength,Triceps,Cable,Intermediate,Upper Body
Low cable overhead triceps extension,Strength,Triceps,Cable,Intermediate,Upper Body
Lying cable triceps extension,Strength,Triceps,Cable,Intermediate,Upper Body
Low Cable Triceps Extension,Strength,Triceps,Cable,Beginner,Upper Body
Cable overhead triceps extension,Strength,Triceps,Cable,Intermediate,Upper Body
Single-arm low cable triceps extension,Strength,Triceps,Cable,Intermediate,Upper Body
Incline cable straight-bar triceps extension,Strength,Triceps,Cable,Intermediate,Upper Body
Paul Carter Overhead Rope Triceps Extension,Strength,Triceps,Cable,Intermediate,Upper Body
TBS Rope Cable Push-Down,Strength,Triceps,Cable,Intermediate,Upper Body
Single-arm cable triceps kick-back,Strength,Triceps,Cable,Intermediate,Upper Body
Incline cable rope triceps extension,Strength,Triceps,Cable,Intermediate,Upper Body
Reverse-grip cable straight-bar push-down,Strength,Triceps,Cable,Intermediate,Upper Body
Kneeling Cable Triceps Extension - Gethin Variation,Strength,Triceps,Cable,Intermediate,Upper Body
Cable Overhead Triceps Extension - Gethin Variation,Strength,Triceps,Cable,Intermediate,Upper Body
Reverse-Grip Cable Triceps Pushdown - Gethin Variation,Strength,Triceps,Cable,Intermediate,Upper Body
Cable Triceps Extension - Gethin Variation,Strength,Triceps,Cable,Intermediate,Upper Body
Single-arm incline triceps extension,Strength,Triceps,Cable,Intermediate,Upper Body
Triceps Overhead Extension with Rope - Gethin Variation,Strength,Triceps,Cable,Intermediate,Upper Body
Cable rope push-down,Strength,Triceps,Cable,Intermediate,Upper Body
Cable straight-bar push-down,Strength,Triceps,Cable,Intermediate,Upper Body
Straight-arm bar pull-down,Strength,Triceps,Cable,Intermediate,Upper Body
AM Rope Triceps Pushdown,Strength,Triceps,Cable,Intermediate,Upper Body
AM Bar Triceps Push-Down,Strength,Triceps,Cable,Intermediate,Upper Body
Rope overhead triceps extension,Strength,Triceps,Cable,Intermediate,Upper Body
UP Rope Push-down,Strength,Triceps,Cable,Intermediate,Upper Body
UP Triceps Extension Straight-Bar Push-Down,Strength,Triceps,Cable,Intermediate,Upper Body
LD Cable One-Arm Upright Row,Strength,Triceps,Cable,Intermediate,Upper Body
30 Arms Underhand Cable Straight-Bar Push-Down,Strength,Triceps,Cable,Intermediate,Upper Body
30 Arms Single-Arm Reverse-Grip Cable Push-Down,Strength,Triceps,Cable,Intermediate,Upper Body
30 Arms Cable V-Bar Push-Down,Strength,Triceps,Cable,Intermediate,Upper Body
30 Arms Cable Straight-Bar Push-Down,Strength,Triceps,Cable,Intermediate,Upper Body
30 Arms Cable Rope Push-Down,Strength,Triceps,Cable,Intermediate,Upper Body
30 Arms Cable Rope Overhead Triceps Extension,Strength,Triceps,Cable,Intermediate,Upper Body
BFR underhand straight-bar push-down,Strength,Triceps,Cable,Intermediate,Upper Body
BFR overhand straight-bar push-down,Strength,Triceps,Cable,Intermediate,Upper Body
BFR cable rope push-down,Strength,Triceps,Cable,Intermediate,Upper Body
Triceps Pressdown,Strength,Triceps,Cable,Intermediate,Upper Body
Machine Triceps Extension,Strength,Triceps,Machine,Intermediate,Upper Body
Smith machine end-grip shoulder press,Strength,Triceps,Machine,Intermediate,Upper Body
Assist machine triceps push-down,Strength,Triceps,Machine,Intermediate,Upper Body
Smith machine close-grip bench press-,Strength,Triceps,Machine,Intermediate,Upper Body
Machine Triceps Extension - Gethin Variation,Strength,Triceps,Machine,Intermediate,Upper Body
Overhead Machine Triceps Extension - Gethin Variation,Strength,Triceps,Machine,Intermediate,Upper Body
30 Arms Machine Triceps Dip,Strength,Triceps,Machine,Intermediate,Upper Body
Triceps dip,Strength,Triceps,Bodyweight,Intermediate,Upper Body
Weighted bench dip,Strength,Triceps,Bodyweight,Intermediate,Upper Body
Push-Ups - Close Triceps Position,Strength,Triceps,Bodyweight,Intermediate,Upper Body
Parallel Bar Dip,Strength,Triceps,Bodyweight,Intermediate,Upper Body
